epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.44733,2.63034,3.86911,1.43146,0,0,0,0,0.96406,3.9216,0.80181,3.334e-05,3.334e-05,3.334e-05
